QueryID,DocID,Score
Q1,CACM-2434,"using page residency to select the working set parameter denning's method for selecting the working set parameter, which uses interreference intervals, is examined."
Q1,CACM-3188,semiotics and programming languages **i** have based my paper on semiotics and its three dimension.
Q1,CACM-1450,"simultaneous displacement of polynomial roots if real and simple (algorithm 283 [c2]) cacm april, 1966 kerner, i. o. ca660403e jb march 23, 1978 7:19 pm 1450 5 1450 1450 5 1450 1450 5 1450"
Q1,CACM-2762,"ten subroutines for the manipulation of chebyshev series (algorithm r446, c446) cacm may, 1975 piessens, r. mertens, i. ca750505 jb january 9, 1978 2:37 pm 2762 4 2762 2521 5 2762 2762 5 2762 2762 5 2762 2762 5 2762"
Q1,CACM-1584,"procedure for the normal distribution functions (algorithm 272 [s15]) cacm june, 1967 hill, i. d. joyce, s. a. ca670607l jb march 23, 1978 3:40 pm 1584 5 1584 1584 5 1584 1584 5 1584"
Q1,CACM-3078,"analysis of the availability of computer systems using computer- aided algebra analytical results, related to the availability of a computer system constructed of unreliable processors, are presented **in** this paper."
Q1,CACM-1062,"symbol manipulation **in** fortran-sasp **i** subroutines a set of subroutines for use **in** fortran are described whose purpose is to synthesize output strings from (i) input strings which have been analyzed **by** the shadow general syntactic analysis subroutine reported earlier, and/or (ii) packed bcd strings formed **in** any way."
Q1,CACM-2219,"the algorithm has been implemented **in** a general purpose operating system, and it has provided significantly better service to interactive and to batch jobs than the previous scheduler."
Q1,CACM-1732,"factorial analysis of variance (algorithm 330 [g1]) cacm june, 1968 oliver,i."
Q1,CACM-2905,perfect hashing functions: a single probe retrieving method for static sets a refinement of hashing which allows retrieval of an item **in** a static table with a single probe is considered.
Q1,CACM-2392,"in-situ transposition of a rectangular matrix [f1] (algorithm c380) cacm january, 1972 macleod, i. d. g. rectangular matrix, transpose 5.14 ca720111 jb february 1, 1978 8:57 **am** 2057 4 2392 2057 4 2392 2058 4 2392 2392 4 2392 2392 4 2392 2416 4 2392 1600 5 2392 2055 5 2392 2392 5 2392 2392 5 2392 2392 5 2392"
Q1,CACM-2473,"hidden-line plotting program (algorithm r420) cacm july, 1973 macleod, i. d. g. collins, a. m. hidden-line plot, surface plot 4.9 ca730713 jb january 23, 1978 11:14 **am** 2473 5 2473 2473 5 2473 2473 5 2473"
Q1,CACM-2731,"remark on stably updating mean and standard deviation of data cacm august, 1975 cotton, i. w. mean, standard deviation 5.5 5.19 ca750804 jb january 6, 1978 4:40 pm 2731 4 2731 3159 4 2731 3166 4 2731 3167 4 2731 2731 5 2731 2731 5 2731 2731 5 2731 2799 5 2731 3159 5 2731 3166 5 2731 3167 5 2731 1411 6 2731 2731 6 2731 2731 6 2731 2731 6 2731 2799 6 2731 2799 6 2731 2799 6 2731 3159 6 2731 3167 6 2731 3166 6 2731"
Q1,CACM-2157,"average binary search length for dense ordered lists cacm september, 1971 flores, i. madpis, g. searching, binary searching, record retrieval 3.74 ca710907 jb february 2, 1978 1:42 pm 2157 5 2157 2157 5 2157 2157 5 2157 2293 5 2157 2157 6 2157"
Q1,CACM-2199,"a sparse matrix package (part i) [f4] (algorithm 408) cacm april, 1971 mcnamee, j. m. matrix, sparse matrix, matrix manipulation 5.14 ca710406 jb february 3, 1978 3:20 pm 2199 5 2199 2199 5 2199 2199 5 2199"
Q1,CACM-1895,"gaussian quadrature formulas (algorithm 331 [d1]) cacm may, 1969 hill, i. d. quadrature, gaussian quadrature, numerical integration, weight function, orthogonal polynomials 5.16 ca690514 jb february 17, 1978 3:13 pm 1895 5 1895 1895 5 1895 1895 5 1895"
Q1,CACM-1881,"transpose vector stored array (algorithm 302 [k2]) cacm june, 1969 macleod, i. d. g. matrix transposition, array transposition, vector stored array 5.39 ca690612 jb february 17, 1978 9:51 **am** 1881 5 1881 1881 5 1881 1881 5 1881"
Q1,CACM-1850,"generation of permutations **in** lexicographic order (algorithm 323 [g6]) cacm september, 1969 leitch, i. m. permutations, direct lexicographic order, reverse lexicographic order, lexicographic generation 5.39 ca690905 jb february 15, 1978 4:48 pm 1850 5 1850 1850 5 1850 1850 5 1850"
Q1,CACM-1943,"complete elliptic integrals (algorithm 165 [s21]) cacm january,1969 farkas, i. special functions, complete elliptic integral of the first kind, complete elliptic integral of the second kind 5.12 ca690106 jb february 20, 1978 11:54 **am** 1943 5 1943 1943 5 1943 1943 5 1943"
Q1,CACM-2729,"comments on a paper **by** t. c. chen and i. t. ho cacm august, 1975 smith, a. j. binary coded decimal digits, decimal data storage, data compression, huffman codes, variable length codes 6.32 6.34 ca750806 jb january 6, 1978 4:37 pm 2729 4 2729 2729 4 2729 2288 5 2729 2729 5 2729 2729 5 2729 2729 5 2729 2801 5 2729"
Q1,CACM-0069,statistical programs for the ibm 650-part **i** a collection is given of brief descriptions of statistical programs now **in** use **in** university computing centers which have ibm 650's.
Q1,CACM-2756,"a problem-list of public policy issues concerning computers and health care cacm may, 1975 wasserman, a. i. economic and social implications, the public and computing, medicine and health care 2.11 2.12 3.34 ca750511 jb january 9, 1978 2:22 pm 2756 4 2756 3076 4 2756 3179 4 2756 2607 5 2756 2756 5 2756 2756 5 2756 2756 5 2756"
Q1,CACM-2520,"greatest common divisor of n integers and multipliers (algorithm c386) cacm april, 1973 ragland, l. c. good, d. i. proof of algorithms, greatest common divisor, euclidean algorithm, inductive assertion method 3.15 4.42 5.10 5.24 ca730408 jb january 24, 1978 9:27 **am** 2520 5 2520 2520 5 2520 2520 5 2520"
Q1,CACM-2642,"solution of an overdetermined system of equations **in** the l1 norm [f4] (algorithm a478) cacm june, 1974 barrodale, i. roberts, f. d. k. l1 approximation, l1 norm, overdetermined system of equations, linear programming, simplex method 5.13 5.41 ca740604 jb january 17, 1978 3:25 pm 2642 5 2642 2642 5 2642 2642 5 2642 2759 5 2642 2642 6 2642"
Q1,CACM-2863,vmin-an optimal variable-space page replacement algorithm a criterion for comparing variable space page replacement algorithms is presented.
Q1,CACM-1676,the lrltran compiler extensive software problems confront an organization which possesses a number of different computers and which frequently acquires new ones.
Q1,CACM-0951,rational chebyshev approximations to the bessel function integrals kis(x) the second remes algorithm is used to approximate the integrals kis **by** rational functions.
Q1,CACM-1373,"gamma function; gamma function for range 1 to 2; reciprocal gamma function to real argument; gamma function; logarithm of gamma function (algorithms 34[s14]; 54[s14]; 80[s14]; 221[s14]; 291[s14]) cacm september, 1966 pike, m. c. hill, i. d. ca660909d jb march 23, 1978 4:28 pm 1373 5 1373 1373 5 1373 1373 5 1373"
Q1,CACM-2177,"if w denotes the word length of the machine employed, the storage (in machine words) required for a graph with n nodes and m edges increases essentially as 2(m+n) **in** case (i), **or** (n^2)/win case (ii)."
Q1,CACM-1764,"panel discussion on computer appreciation session 19 of the acm 20 th anniversary conference on august 31, 1967, was entitled education, design experiments, and computer appreciation."
Q1,CACM-1400,"free-text inputs to utility routines through the use of some rather simple techniques, it is frequently possible to produce a program which will accept free-text inputs."
Q1,CACM-1563,a graph-theoretic justification for the method is given.
Q1,CACM-2916,"a fast string searching algorithm an algorithm is presented that searches for the location, ""i,"" of the first occurrence of a character string, ""pat,"" **in** another string, ""string."""
Q1,CACM-1634,"27 bits are not enough for 8-digit accuracy from the inequality 10^8 < 2^27, we are likely to conclude that we can represent 8-digit decimal floating-point numbers accurately **by** 27-bit floating-point numbers."
Q1,CACM-2031,the number of arithmetic operations and the number of storage locations are linear **in** n. a theorem of lame that gives a bound for the number of iterations of the euclidean algorithm for two integers is extended to the case of n integers.
Q1,CACM-1258,"an extended arithmetic package **in** many fields, for example algebraic number theory, arithmetic must be carried out to a degree of precision which exceeds the normal hardware capacity of most machines."
Q1,CACM-2395,quadratic programming for nonlinear regression a quadratic programming algorithm is described for use with the magnified diagonal method of nonlinear regression with linear constraints.
Q1,CACM-2337,a sorting problem and its complexity a technique for proving min-max norms of sorting algorithms is given.
Q1,CACM-1551,on compiling algorithms for arithmetic expressions this paper deals with algorithms concerning arithmetic expressions used **in** a fortran iv compiler for a hitac-5020 computer having n accumulators.
Q1,CACM-1281,data input **by** question and answer a data input scheme for a time-sharing computer is described **in** this paper.
Q1,CACM-1473,the stability of the fourth order runge-kutta method for the solution of systems of differential equations the problem of the region of stability of the fourth order-runge-kutta method for the solution of systems of differential equations is studied.
Q1,CACM-1181,a simple data transmission system using the office telephone a method has evolved for transmitting data of a type originating **in** many laboratory situation direct to a central computer.
Q1,CACM-2984,these coefficients indicate the extent to which the total system cost is effectively utilized.
Q1,CACM-1530,the ml/i macro processor a general purpose macro processor called ml/i is described.
Q1,CACM-1334,mechanization of tedious algebra: the newcomb operators of planetary theory a computer program has been **written** to generate tables of formulas for the newcomb operators of planetary theory.
Q1,CACM-2895,a language for formal problem specification a language for specifying the **in** tended behavior of communicating parallel processes is described.
Q1,CACM-1237,"conversion of decision tables to computer programs several translation procedures for the conversion of decision tables to programs are presented and then evaluated **in** terms of storage requirements, execution time and compile time."
Q1,CACM-2311,a generational perspective of information system develop
Q1,CACM-2568,most of these formulations can be presented **in** the terminology of classical network theory.
Q1,CACM-1735,a futures market **in** computer time an auction method is described for allocating computer time that allows the price of computer time to fluctuate with the demand and the relative priority of users to be controlled so that more important projects get better access.
